C00076182|56308|2015|333|3000|1
C00076182|56308|2015|333|3200|2
C00076182|56714|2015|333|200|1
C00076182|56714|2015|333|280|2
C00076182|27539|2015|333|250|1
C00076182|27539|2015|333|1350|2
C00076182|27539|2015|333|1390|3
C00076182|27539|2015|333|1470|4
C00076182|45873|2015|333|200|1
C00076182|45873|2015|333|2950|2
C00076182|45873|2015|333|4950|3
C00076182|45873|2015|333|6950|4
C00076182|45873|2015|333|8150|5
C00076182|47542|2015|333|200|1
C00076182|47542|2015|333|450|2
C00076182|47542|2015|333|700|3
C00076182|47542|2015|333|780|4
C00076182|47542|2015|333|820|5
C00076182|49337|2015|333|2200|1
C00076182|49337|2015|333|2500|2
C00076182|30548|2015|333|300|1
C00076182|30548|2015|333|340|2
C00076182|55345|2015|333|2500|1
C00076182|55345|2015|333|2800|2
C00076182|52773|2015|333|500|1
C00076182|52773|2015|333|580|2
C00076182|47546|2015|333|700|1
C00076182|47546|2015|333|1700|2
C00076182|47546|2015|333|1860|3
C00076182|47546|2015|333|2860|4
C00076182|72904|2015|333|200|1
C00076182|72904|2015|333|1300|2
C00076182|45846|2015|333|1800|1
C00076182|45846|2015|333|1840|2
C00076182|57350|2015|333|500|1
C00076182|57350|2015|333|580|2
C00076182|46321|2015|333|400|1
C00076182|46321|2015|333|500|2
C00076182|45371|2015|333|80|1
C00076182|45371|2015|333|230|2
C00076182|28451|2015|333|150|1
C00076182|28451|2015|333|230|2
C00566786|78256|2015|333|100|1
C00566786|78256|2015|333|125|2
C00460550|89169|2015|333|2600|1
C00460550|89169|2015|333|5200|2
C00313247|01985|2015|333|1330|1
C00313247|01985|2015|333|3330|2
C00445015|71040|2015|333|2600|1
C00445015|71040|2015|333|2700|2
C00445015|70535|2015|333|250|1
C00445015|70535|2015|333|500|2
C00445015|71115|2015|333|1300|1
C00445015|71115|2015|333|2600|2
C00333740|18938|2015|333|2600|1
C00333740|18938|2015|333|5200|2
C00333740|19020|2015|333|2300|1
C00333740|19020|2015|333|2600|2
C00333740|19012|2015|333|400|1
C00333740|19012|2015|333|2600|2
C00554147|22003|2015|333|50|1
C00554147|22003|2015|333|150|2
C00409797|22314|2015|333|2700|1
C00409797|22314|2015|333|3000|2
C00409797|08035|2015|333|300|1
C00409797|08035|2015|333|3000|2
C00422410|91733|2015|333|2700|1
C00422410|91733|2015|333|5000|2
C00422410|97062|2015|333|750|1
C00422410|97062|2015|333|1750|2
C00422410|94025|2015|333|50|1
C00422410|94025|2015|333|100|2
C00422410|94025|2015|333|200|3
C00422410|94025|2015|333|250|4
C00422410|94025|2015|333|300|5
C00422410|94025|2015|333|400|6
C00422410|94025|2015|333|450|7
C00422410|94025|2015|333|500|8
C00422410|94025|2015|333|600|9
C00422410|55423|2015|333|47|1
C00422410|55423|2015|333|97|2
C00422410|55411|2015|333|100|1
C00422410|55411|2015|333|200|2
C00422410|55411|2015|333|300|3
C00422410|85253|2015|333|100|1
C00422410|85253|2015|333|200|2
C00422410|37923|2015|333|100|1
C00422410|37923|2015|333|200|2
C00510461|91711|2015|333|2600|1
C00510461|91711|2015|333|5200|2
C00510461|91711|2015|333|7800|3
C00510461|91711|2015|333|10400|4
C00510461|91762|2015|333|2600|1
C00510461|91762|2015|333|5200|2
C00510461|91730|2015|333|2600|1
C00510461|91730|2015|333|5200|2
C00497933|77024|2015|333|2300|1
C00497933|77024|2015|333|5000|2
C00497933|78701|2015|333|300|1
C00497933|78701|2015|333|3000|2
C00497933|78701|2015|333|3500|3
C00497933|78701|2015|333|5400|4
C00497933|78701|2015|333|5900|5
C00497933|78701|2015|333|6000|6
C00497933|78730|2015|333|2300|1
C00497933|78730|2015|333|5000|2
C00497933|78723|2015|333|2700|1
C00497933|78723|2015|333|5000|2
C00497933|78040|2015|333|2700|1
C00497933|78040|2015|333|5000|2
C00497933|78729|2015|333|75|1
C00497933|78729|2015|333|125|2
C00510461|92375|2015|333|2700|1
C00510461|92375|2015|333|4000|2
C00510461|92270|2015|333|2600|1
C00510461|92270|2015|333|5200|2
C00510461|92270|2015|333|7800|3
C00510461|92270|2015|333|10400|4
C00510461|92346|2015|333|2700|1
C00510461|92346|2015|333|5400|2
C00510461|92346|2015|333|8100|3
C00510461|92346|2015|333|10800|4
C00510461|02462|2015|333|25|1
C00510461|02462|2015|333|40|2
C00510461|02462|2015|333|75|3
C00510461|02462|2015|333|90|4
C00510461|02462|2015|333|115|5
C00510461|98021|2015|333|11|1
C00510461|98021|2015|333|61|2
C00510461|98021|2015|333|86|3
C00510461|98021|2015|333|101|4
C00510461|98021|2015|333|126|5
C00510461|98021|2015|333|176|6
C00510461|98021|2015|333|201|7
C00510461|98021|2015|333|226|8
C00510461|98021|2015|333|251|9
C00510461|98021|2015|333|266|10
C00510461|98021|2015|333|291|11
C00510461|98021|2015|333|316|12
C00510461|98021|2015|333|366|13
C00510461|98021|2015|333|371|14
C00510461|98021|2015|333|421|15
C00510461|98021|2015|333|446|16
C00510461|98021|2015|333|471|17
C00510461|98021|2015|333|476|18
C00510461|98021|2015|333|491|19
C00510461|22102|2015|333|50|1
C00510461|22102|2015|333|100|2
C00510461|22102|2015|333|104|3
C00510461|22102|2015|333|131|4
C00510461|22102|2015|333|142|5
C00510461|22102|2015|333|154|6
C00510461|22102|2015|333|165|7
C00510461|22102|2015|333|176|8
C00510461|22102|2015|333|180|9
C00510461|22102|2015|333|184|10
C00510461|20016|2015|333|25|1
C00510461|20016|2015|333|40|2
C00510461|20016|2015|333|65|3
C00510461|20016|2015|333|90|4
C00510461|20016|2015|333|115|5
C00510461|20016|2015|333|125|6
C00510461|98005|2015|333|150|1
C00510461|98005|2015|333|185|2
C00510461|98005|2015|333|220|3
C00510461|98005|2015|333|320|4
C00510461|76011|2015|333|15|1
C00510461|76011|2015|333|30|2
C00510461|02465|2015|333|1|1
C00510461|02465|2015|333|16|2
C00510461|02465|2015|333|17|3
C00510461|02465|2015|333|18|4
C00510461|02465|2015|333|19|5
C00510461|02465|2015|333|20|6
C00510461|02465|2015|333|35|7
C00510461|02465|2015|333|50|8
C00510461|02465|2015|333|65|9
C00510461|02465|2015|333|66|10
C00510461|02465|2015|333|67|11
C00510461|02465|2015|333|68|12
C00510461|02465|2015|333|83|13
C00510461|02465|2015|333|108|14
C00510461|02465|2015|333|123|15
C00510461|02465|2015|333|138|16
C00510461|02465|2015|333|163|17
C00510461|02465|2015|333|188|18
C00510461|02465|2015|333|203|19
C00510461|02465|2015|333|228|20
C00510461|02465|2015|333|243|21
C00510461|02465|2015|333|258|22
C00510461|02465|2015|333|273|23
C00510461|02465|2015|333|288|24
C00510461|02465|2015|333|289|25
C00510461|02465|2015|333|290|26
C00510461|02465|2015|333|291|27
C00510461|02465|2015|333|316|28
C00510461|02465|2015|333|331|29
C00510461|02465|2015|333|346|30
C00510461|02465|2015|333|361|31
C00510461|02465|2015|333|386|32
C00510461|02465|2015|333|401|33
C00510461|02465|2015|333|416|34
C00510461|02465|2015|333|431|35
C00510461|02465|2015|333|456|36
C00510461|02465|2015|333|471|37
C00510461|02465|2015|333|486|38
C00510461|92562|2015|333|75|1
C00510461|92562|2015|333|150|2
C00510461|92562|2015|333|225|3
C00510461|10014|2015|333|100|1
C00510461|10014|2015|333|200|2
C00510461|10014|2015|333|300|3
C00510461|90056|2015|333|35|1
C00510461|90056|2015|333|70|2
C00510461|90056|2015|333|95|3
C00510461|92374|2015|333|25|1
C00510461|92374|2015|333|75|2
C00510461|92374|2015|333|100|3
C00510461|92374|2015|333|150|4
C00510461|92374|2015|333|200|5
C00510461|90067|2015|333|2|1
C00510461|90067|2015|333|8|2
C00510461|92373|2015|333|100|1
C00510461|92373|2015|333|150|2
C00510461|92373|2015|333|175|3
C00510461|93546|2015|333|50|1
C00510461|93546|2015|333|65|2
C00510461|93546|2015|333|100|3
C00510461|93546|2015|333|150|4
C00510461|93546|2015|333|165|5
C00510461|93546|2015|333|190|6
C00510461|93546|2015|333|225|7
C00510461|93546|2015|333|260|8
C00510461|93546|2015|333|285|9
C00510461|27214|2015|333|50|1
C00510461|27214|2015|333|75|2
C00510461|27214|2015|333|100|3
C00510461|27214|2015|333|150|4
C00510461|27214|2015|333|200|5
C00510461|27214|2015|333|225|6
C00510461|27214|2015|333|250|7
C00510461|94025|2015|333|50|1
C00510461|94025|2015|333|150|2
C00510461|90265|2015|333|100|1
C00510461|90265|2015|333|111|2
C00510461|90265|2015|333|115|3
C00510461|90265|2015|333|215|4
C00510461|90265|2015|333|216|5
C00510461|90265|2015|333|249|6
C00510461|90265|2015|333|349|7
C00510461|90265|2015|333|350|8
C00510461|90265|2015|333|450|9
C00510461|90265|2015|333|550|10
C00510461|90265|2015|333|551|11
C00510461|90265|2015|333|651|12
C00510461|90265|2015|333|751|13
C00510461|90265|2015|333|851|14
C00510461|90265|2015|333|857|15
C00472159|98107|2015|333|2700|1
C00472159|98107|2015|333|5400|2
C00472159|98372|2015|333|100|1
C00472159|98372|2015|333|200|2
C00513531|78205|2015|333|1000|1
C00513531|78205|2015|333|1600|2
C00513531|78205|2015|333|1924|3
C00513531|78572|2015|333|2700|1
C00513531|78572|2015|333|5200|2
C00307314|20007|2015|333|100|1
C00307314|20007|2015|333|200|2
C00307314|20007|2015|333|300|3
C00385773|33133|2015|333|2700|1
C00385773|33133|2015|333|5400|2
C00385773|33133|2015|333|8100|3
C00385773|33133|2015|333|10800|4
C00385773|48034|2015|333|2700|1
C00385773|48034|2015|333|5400|2
C00195065|75219|2015|333|2600|1
C00195065|75219|2015|333|4900|2
C00195065|76015|2015|333|2600|1
C00195065|76015|2015|333|5200|2
C00195065|76012|2015|333|2600|1
C00195065|76012|2015|333|5200|2
C00195065|22309|2015|333|1000|1
C00195065|22309|2015|333|2000|2
C00195065|75201|2015|333|2700|1
C00195065|75201|2015|333|2900|2
C00195065|75251|2015|333|5000|1
C00195065|75251|2015|333|2700|2
C00195065|75251|2015|333|5000|3
C00195065|78750|2015|333|2700|1
C00195065|78750|2015|333|5400|2
C00195065|78620|2015|333|2700|1
C00195065|78620|2015|333|5400|2
C00195065|75204|2015|333|2700|1
C00195065|75204|2015|333|5400|2
C00195065|75225|2015|333|2700|1
C00195065|75225|2015|333|5400|2
C00195065|75225|2015|333|8100|3
C00195065|75225|2015|333|10800|4
C00195065|75205|2015|333|2700|1
C00195065|75205|2015|333|5400|2
C00385773|10970|2015|333|5|1
C00385773|10970|2015|333|10|2
C00385773|10970|2015|333|15|3
C00385773|10970|2015|333|40|4
C00385773|10970|2015|333|45|5
C00385773|10970|2015|333|50|6
C00385773|10970|2015|333|75|7
C00385773|10970|2015|333|155|8
C00385773|32817|2015|333|50|1
C00385773|32817|2015|333|100|2
C00385773|32817|2015|333|150|3
C00385773|55082|2015|333|50|1
C00385773|55082|2015|333|100|2
C00385773|55082|2015|333|150|3
C00385773|33134|2015|333|25|1
C00385773|33134|2015|333|50|2
C00385773|33134|2015|333|75|3
C00385773|33134|2015|333|100|4
C00385773|33134|2015|333|125|5
C00385773|33134|2015|333|150|6
C00385773|33040|2015|333|50|1
C00385773|33040|2015|333|100|2
C00385773|33040|2015|333|150|3
C00385773|34134|2015|333|100|1
C00385773|34134|2015|333|200|2
C00385773|34134|2015|333|300|3
C00385773|10065|2015|333|50|1
C00385773|10065|2015|333|100|2
C00385773|10065|2015|333|150|3
C00385773|10024|2015|333|50|1
C00385773|10024|2015|333|100|2
C00385773|10024|2015|333|150|3
C00385773|22102|2015|333|50|1
C00385773|22102|2015|333|54|2
C00385773|22102|2015|333|104|3
C00385773|22102|2015|333|108|4
C00385773|22102|2015|333|133|5
C00385773|22102|2015|333|145|6
C00385773|22102|2015|333|228|7
C00385773|22102|2015|333|255|8
C00385773|22102|2015|333|266|9
C00385773|22102|2015|333|293|10
C00385773|22102|2015|333|376|11
C00385773|22102|2015|333|387|12
C00385773|22102|2015|333|398|13
C00385773|22102|2015|333|481|14
C00385773|22102|2015|333|485|15
C00385773|90265|2015|333|7|1
C00385773|90265|2015|333|8|2
C00385773|90265|2015|333|12|3
C00385773|90265|2015|333|15|4
C00385773|90265|2015|333|42|5
C00385773|90265|2015|333|75|6
C00385773|90265|2015|333|86|7
C00385773|90265|2015|333|113|8
C00385773|90265|2015|333|119|9
C00385773|90265|2015|333|126|10
C00385773|90265|2015|333|127|11
C00385773|90265|2015|333|128|12
C00494203|06777|2015|333|2700|1
C00494203|06777|2015|333|5400|2
C00494203|10023|2015|333|2700|1
C00494203|10023|2015|333|5400|2
C00494203|01742|2015|333|300|1
C00494203|01742|2015|333|3000|2
C00494203|20015|2015|333|2700|1
C00494203|20015|2015|333|5400|2
C00494203|11733|2015|333|2700|1
C00494203|11733|2015|333|2800|2
C00494203|10024|2015|333|2500|1
C00494203|10024|2015|333|5200|2
C00494203|10024|2015|333|7700|3
C00494203|10024|2015|333|10400|4
C00444620|16117|2015|333|2700|1
C00444620|16117|2015|333|5400|2
C00444620|16117|2015|333|8100|3
C00444620|16117|2015|333|10800|4
C00444620|17745|2015|333|100|1
C00444620|17745|2015|333|200|2
C00444620|17745|2015|333|300|3
C00494203|20854|2015|333|2700|1
C00494203|20854|2015|333|5400|2
C00494203|06759|2015|333|2700|1
C00494203|06759|2015|333|5400|2
C00494203|90402|2015|333|2700|1
C00494203|90402|2015|333|5400|2
C00494203|06032|2015|333|750|1
C00494203|06032|2015|333|759|2
C00494203|94301|2015|333|2700|1
C00494203|94301|2015|333|5400|2
C00494203|10583|2015|333|1000|1
C00494203|10583|2015|333|2000|2
C00494203|98112|2015|333|85|1
C00494203|98112|2015|333|170|2
C00494203|98112|2015|333|255|3
C00494203|06470|2015|333|25|1
C00494203|06470|2015|333|125|2
C00494203|06704|2015|333|100|1
C00494203|06704|2015|333|150|2
C00494203|06704|2015|333|200|3
C00494203|06704|2015|333|209|4
C00494203|06704|2015|333|259|5
C00494203|06704|2015|333|309|6
C00498345|74037|2015|333|2700|1
C00498345|74037|2015|333|5000|2
C00498345|74136|2015|333|5400|1
C00498345|74136|2015|333|2700|2
C00498345|74136|2015|333|5400|3
C00508416|20008|2015|333|2700|1
C00508416|20008|2015|333|5400|2
C00508416|20008|2015|333|8100|3
C00508416|20008|2015|333|10800|4
C00508416|23502|2015|333|2700|1
C00508416|23502|2015|333|5000|2
C00554840|28803|2015|333|285|1
C00554840|28803|2015|333|550|2
C00508804|85254|2015|333|-2300|1
C00508804|85254|2015|333|0|2
C00508804|85255|2015|333|-2700|1
C00508804|85255|2015|333|0|2
C00508804|85255|2015|333|5400|3
C00508804|85255|2015|333|3100|4
C00508804|85255|2015|333|5400|5
C00508804|85255|2015|333|10400|6
C00508804|85255|2015|333|7700|7
C00508804|85255|2015|333|10400|8
C00508804|85018|2015|333|-2700|1
C00508804|85018|2015|333|0|2
C00508804|85018|2015|333|-300|3
C00508804|85018|2015|333|0|4
C00508804|85018|2015|333|3000|5
C00508804|85018|2015|333|3100|6
C00508804|85018|2015|333|3200|7
C00508804|85018|2015|333|3300|8
C00508804|85067|2015|333|200|1
C00508804|85067|2015|333|450|2
C00508804|91402|2015|333|-1300|1
C00508804|91402|2015|333|0|2
C00508804|90403|2015|333|-2500|1
C00508804|90403|2015|333|0|2
C00508804|90403|2015|333|5200|3
C00508804|85253|2015|333|2550|1
C00508804|85253|2015|333|2800|2
C00508804|85253|2015|333|3300|3
C00508804|90046|2015|333|-2500|1
C00508804|90046|2015|333|0|2
C00508804|90046|2015|333|5200|3
C00508804|10011|2015|333|-2700|1
C00508804|10011|2015|333|0|2
